Nr;Municipio;CodIBGE;Estado;Area;Desmatado;Incremento;Floresta;Nuvem;NaoFloresta;Hidrografia;
651;Alcântara;2100204;MA;1506;905.1;0.0;170.4;8.5;72.0;350.0;
652;Altamira do Maranhão;2100402;MA;542;542.5;0.0;0;0.0;0.0;0.0;
653;Alto Parnaíba;2100501;MA;11229;0.0;0.0;156.3;0.0;11072.7;0.0;
654;Axixá;2101103;MA;205;30.9;0.0;92.3;24.6;0.0;57.2;
655;Bacabal;2101202;MA;1705;1202.5;0.0;139.2;0.0;360.8;2.5;
656;Bacuri;2101301;MA;795;502.4;0.0;196.1;2.0;5.5;89.0;
657;Bacurituba;2101350;MA;684;16.2;0.0;32.4;0.0;358.2;277.2;
658;Balsas;2101400;MA;13259;0.0;0.0;0;0.0;13259.1;0.0;
659;Bela Vista do Maranhão;2101772;MA;147;127.0;0.0;0;0.0;20.8;0.0;
660;Benedito Leite;2101806;MA;1804;0.0;0.0;122.3;0.0;1681.7;0.0;
661;Bequimão;2101905;MA;779;468.6;0.0;70.7;3.5;195.8;40.4;
662;Bernardo do Mearim;2101939;MA;264;194.2;0.0;69.8;0.0;0.0;0.0;
663;Bom Lugar;2102077;MA;451;451.8;0.0;0;0.0;0.0;0.0;
664;Brejo de Areia;2102150;MA;365;365.1;0.0;0;0.0;0.0;0.0;
665;Cajapió;2102408;MA;918;84.9;0.0;322.9;8.5;116.1;385.6;
666;Carolina;2102804;MA;6485;0.0;0.0;0.3;0.0;6429.6;55.1;
667;Cedral;2103109;MA;291;229.5;0.0;52.1;2.4;0.2;6.8;
668;Central do Maranhão;2103125;MA;370;258.9;0.0;12.0;0.0;97.7;1.4;
669;Conceição do Lago-Açu;2103554;MA;742;531.0;0.0;0;0.0;98.7;113.0;
670;Cururupu;2103703;MA;1235;610.8;0.0;431.5;11.6;12.6;168.5;
671;Esperantinópolis;2104008;MA;486;450.4;0.0;35.2;0.0;0.4;0.0;
672;Feira Nova do Maranhão;2104073;MA;1486;0.0;0.0;0;0.0;1486.9;0.0;
673;Fernando Falcão;2104081;MA;3547;39.9;0.0;79.5;0.0;3427.6;0.0;
674;Fortaleza dos Nogueiras;2104107;MA;1680;0.0;0.0;0;0.0;1680.7;0.0;
675;Governador Edison Lobão;2104552;MA;619;287.5;0.0;17.9;0.0;299.3;14.3;
676;Governador Newton Bello;2104651;MA;1173;1166.1;0.0;6.9;0.0;0.0;0.0;
677;Guimarães;2104909;MA;604;371.9;0.0;97.2;0.3;7.8;126.8;
678;Igarapé Grande;2105203;MA;379;380.0;0.0;0;0.0;0.0;0.0;
679;Imperatriz;2105302;MA;1375;1123.3;0.0;75.3;0.0;155.1;21.3;
680;Junco do Maranhão;2105658;MA;560;547.3;0.0;11.4;0.0;0.0;1.3;
681;Lago da Pedra;2105708;MA;1552;1552.1;0.0;0;0.0;0.0;0.0;
682;Lago do Junco;2105807;MA;312;312.4;0.0;0;0.0;0.0;0.0;
683;Lago Verde;2105906;MA;631;534.1;0.0;0.1;0.0;82.4;14.4;
684;Lago dos Rodrigues;2105948;MA;196;196.8;0.0;0;0.0;0.0;0.0;
685;Loreto;2106102;MA;3638;0.0;0.0;60.0;0.0;3578.0;0.0;
686;Maranhãozinho;2106375;MA;981;768.5;0.0;193.3;19.2;0.0;0.0;
687;Mirador;2106706;MA;8716;0.0;0.0;0;0.0;8716.3;0.0;
688;Mirinzal;2106805;MA;696;681.5;0.0;14.2;0.0;0.0;0.3;
689;Nova Colinas;2107258;MA;748;0.0;0.0;0;0.0;748.8;0.0;
690;Nova Iorque;2107308;MA;992;0.0;0.0;483.4;0.0;508.6;0.0;
691;Olho d'Água das Cunhãs;2107407;MA;704;704.6;0.0;0;0.0;0.0;0.0;
692;Olinda Nova do Maranhão;2107456;MA;200;184.3;0.0;0.1;0.0;1.4;14.2;
693;Palmeirândia;2107605;MA;532;440.8;0.0;10.5;0.4;58.0;22.3;
694;Pastos Bons;2108009;MA;1660;0.0;0.0;215.2;0.0;1444.8;0.0;
695;Paulo Ramos;2108108;MA;1063;1064.0;0.0;0;0.0;0.0;0.0;
696;Pedreiras;2108207;MA;292;180.6;0.0;111.4;0.0;0.0;0.0;
697;Pindaré-Mirim;2108504;MA;275;202.4;0.0;0;0.0;52.8;20.0;
698;Pio XII;2108702;MA;550;479.0;0.0;0;0.0;48.0;23.6;
699;Poção de Pedras;2108900;MA;663;589.8;0.0;73.0;0.0;0.2;0.0;
700;Porto Rico do Maranhão;2109056;MA;211;118.0;0.0;79.4;3.6;0.5;9.5;
701;Presidente Médici;2109239;MA;441;440.3;0.0;0.7;0.0;0.0;0.0;
702;Riachão;2109502;MA;6422;0.0;0.0;0;0.0;6422.7;0.0;
703;Sambaíba;2109700;MA;2509;0.0;0.0;31.9;0.0;2477.1;0.0;
704;Santa Inês;2109908;MA;778;766.3;0.0;0;0.0;8.6;3.5;
705;São Domingos do Azeitão;2110658;MA;974;0.0;0.0;0;0.0;974.2;0.0;
706;São Félix de Balsas;2110807;MA;2057;0.0;0.0;12.5;0.0;2044.5;0.0;
707;São João Batista;2111003;MA;700;148.6;0.0;57.4;0.0;358.8;135.2;
708;São Pedro dos Crentes;2111573;MA;987;0.0;0.0;0;0.0;988.0;0.0;
709;São Raimundo das Mangabeiras;2111607;MA;3555;0.0;0.0;0;0.0;3555.6;0.0;
710;São Raimundo do Doca Bezerra;2111631;MA;284;280.3;0.0;3.7;0.0;0.0;0.0;
711;São Roberto;2111672;MA;229;229.7;0.0;0;0.0;0.0;0.0;
712;São Vicente Ferrer;2111706;MA;393;296.1;0.0;0;0.0;97.8;0.0;
713;Satubinha;2111722;MA;447;356.2;0.0;0;0.0;86.7;4.4;
714;Serrano do Maranhão;2111789;MA;1221;1102.0;0.0;101.5;1.5;2.3;13.7;
715;Sítio Novo;2111805;MA;3141;59.3;0.0;18.6;0.0;3063.1;0.0;
716;Sucupira do Norte;2111904;MA;1087;0.0;0.0;0;0.0;1087.8;0.0;
717;Tasso Fragoso;2112001;MA;4426;0.0;0.0;27.1;0.0;4398.9;0.0;
718;Trizidela do Vale;2112233;MA;225;153.7;0.0;71.3;0.0;0.0;0.0;
719;Tufilândia;2112274;MA;274;249.0;0.0;0.0;0.0;25.0;0.0;
720;Vitorino Freire;2113009;MA;1209;1166.3;0.0;0;0.0;43.3;0.0;
721;Acorizal;5100102;MT;841;0.0;0.0;0.2;0.0;840.8;0.0;
722;Alto Araguaia;5100300;MT;5541;0.0;0.0;201.7;0.0;5339.3;0.0;
723;Alto Garças;5100409;MT;3658;0.0;0.0;0.0;0.0;3658.0;0.0;
724;Alto Paraguai;5100508;MT;2055;424.3;0.0;122.7;0.0;1508.0;0.0;
725;Alto Taquari;5100607;MT;1391;0.0;0.0;7.6;0.0;1383.4;0.0;
726;Araguaiana;5101001;MT;6422;831.2;0.0;542.3;0.0;5034.8;13.7;
727;Araguainha;5101209;MT;688;0.0;0.0;0.7;0.0;687.3;0.0;
728;Barra do Garças;5101803;MT;9146;1276.4;0.0;231.0;0.0;7626.4;12.2;
729;Campinápolis;5102603;MT;5968;0.6;0.0;11.3;0.0;5956.1;0.0;
730;Campo Novo do Parecis;5102637;MT;9467;269.4;0.0;1571.2;0.0;7626.4;0.0;
731;Cuiabá;5103403;MT;3496;170.5;0.0;166.4;0.0;3159.1;0.0;
732;General Carneiro;5103908;MT;3793;0.0;0.0;1.2;0.0;3790.3;1.5;
733;Guiratinga;5104203;MT;5359;168.3;0.0;1.7;0.0;5189.0;0.0;
734;Indiavaí;5104500;MT;601;564.6;0.0;36.4;0.0;0.0;0.0;
735;Ipiranga do Norte;5104526;MT;3449;1863.6;0.0;986.4;0.0;598.8;0.2;
736;Itanhangá;5104542;MT;2927;1665.7;0.0;1257.1;0.0;0.0;4.2;
737;Itiquira;5104609;MT;8724;160.7;0.0;297.6;0.0;8259.3;6.4;
738;Jaciara;5104807;MT;1657;687.1;0.0;11.2;0.0;958.7;0.0;
739;Jangada;5104906;MT;1022;0.0;0.0;0;0.0;1022.5;0.0;
740;Juscimeira;5105200;MT;2205;922.2;0.0;37.2;0.0;1244.4;1.2;
741;Nobres;5105903;MT;3765;355.7;0.0;229.6;0.0;3179.7;0.0;
742;Nova Xavantina;5106257;MT;5527;788.6;0.0;268.9;0.0;4443.3;26.2;
743;Novo São Joaquim;5106281;MT;5022;1.1;0.0;118.4;0.0;4900.3;2.2;
744;Pedra Preta;5106372;MT;4107;20.7;0.0;1.3;0.0;4085.0;0.0;
745;Planalto da Serra;5106455;MT;2452;552.2;0.0;44.0;0.0;1855.8;0.0;
746;Pontal do Araguaia;5106653;MT;2755;0.0;0.0;1.8;0.0;2742.9;10.3;
747;Ponte Branca;5106703;MT;687;0.0;0.0;1.2;0.0;685.8;0.0;
748;Porto Estrela;5106851;MT;2068;382.2;0.0;223.4;0.0;1462.4;0.0;
749;Primavera do Leste;5107040;MT;5473;0.7;0.0;17.1;0.0;5455.2;0.0;
750;Reserva do Cabaçal;5107156;MT;1342;320.1;0.0;312.0;0.0;709.9;0.0;
751;Ribeirãozinho;5107198;MT;623;0.0;0.0;4.3;0.0;618.7;0.0;
752;Rio Branco;5107206;MT;529;446.2;0.0;10.6;0.0;72.2;0.0;
753;São José do Povo;5107297;MT;443;27.4;0.0;0;0.0;416.1;0.0;
754;São Pedro da Cipa;5107404;MT;343;305.9;0.0;6.1;0.0;31.0;0.0;
755;Rosário Oeste;5107701;MT;7493;66.0;0.0;23.0;0.0;7395.0;9.0;
756;Santa Rita do Trivelato;5107768;MT;4756;677.9;0.0;671.0;0.0;3407.1;0.0;
757;Santo Antônio do Leste;5107792;MT;3597;2.1;0.0;64.7;0.0;3530.2;0.0;
758;Tesouro;5108105;MT;3944;0.0;0.0;4.0;0.0;3938.9;1.1;
759;Torixoréu;5108204;MT;2397;0.0;0.0;1.7;0.0;2394.2;1.1;
760;Várzea Grande;5108402;MT;939;0.0;0.0;1.3;0.0;937.7;0.0;
