Nr;Municipio;CodIBGE;Estado;Area;Desmatado;Incremento;Floresta;Nuvem;NaoFloresta;Hidrografia;
345;Atalaia do Norte;1300201;AM;80005;249.3;1.0;79148.8;194.5;16.5;395.9;
346;São Pedro da Água Branca;2111532;MA;725;457.8;1.0;37.0;0.0;208.0;22.2;
347;Vitória do Jari;1600808;AP;2481;211.1;1.0;1285.6;474.9;379.8;129.6;
348;Zé Doca;2114007;MA;2438;2022.6;1.0;413.4;2.0;0.0;0.0;
349;Pedra Branca do Amapari;1600154;AP;9495;252.7;1.0;6038.0;3200.1;0.0;4.2;
350;Pirapemas;2108801;MA;698;289.4;1.0;408.6;0.0;0.0;0.0;
351;Santa Luzia do Paruá;2110039;MA;908;865.4;1.0;11.7;0.4;30.5;0.0;
352;Rolim de Moura;1100288;RO;1471;1331.6;1.0;139.4;0.0;0.0;0.0;
353;Uiramutã;1400704;RR;8117;51.4;1.0;1827.2;346.2;5884.1;8.1;
354;Cabixi;1100031;RO;1322;1004.5;1.0;302.5;0.0;11.3;3.7;
355;Jauru;5105002;MT;1316;1106.1;1.0;97.6;0.0;112.3;0.0;
356;Governador Archer;2104503;MA;442;196.9;1.0;245.1;0.0;0.0;0.0;
357;Cerejeiras;1100056;RO;2805;820.0;0.9;740.6;0.0;1244.4;0.0;
358;Anajás;1500701;PA;6940;178.3;0.9;5851.8;564.0;209.1;136.8;
359;São Caetano de Odivelas;1507102;PA;752;235.7;0.9;194.0;0.0;8.8;313.5;
360;Garrafão do Norte;1503077;PA;1610;1438.3;0.9;171.7;0.0;0.0;0.0;
361;Capinzal do Norte;2102754;MA;598;225.9;0.9;372.1;0.0;0.0;0.0;
362;Maracanã;1504307;PA;860;332.1;0.9;372.7;0.6;33.2;121.4;
363;Luís Domingues;2106201;MA;464;315.5;0.9;120.4;1.8;4.3;22.0;
364;Ministro Andreazza;1101203;RO;804;717.1;0.9;86.9;0.0;0.0;0.0;
365;Maraã;1302801;AM;17221;125.3;0.9;14636.9;7.5;604.6;1846.7;
366;São João do Carú;2111029;MA;620;414.9;0.9;205.1;0.0;0.0;0.0;
367;Boa Vista;1400100;RR;5726;22.6;0.9;205.1;22.4;5381.9;94.0;
368;Curuçá;1502905;PA;675;276.2;0.9;328.8;0.1;0.9;69.0;
369;Wanderlândia;1722081;TO;1382;319.6;0.9;141.6;0.0;920.8;0.0;
370;Juruá;1302207;AM;19849;157.6;0.8;18705.2;110.9;142.1;733.2;
371;Novo Airão;1303205;AM;38114;128.9;0.8;35181.0;1233.5;211.9;1358.7;
372;Santa Luzia D'Oeste;1100296;RO;1207;982.5;0.8;224.5;0.0;0.0;0.0;
373;Recursolândia;1718501;TO;2230;42.7;0.8;86.4;0.0;2100.9;0.0;
374;Graça Aranha;2104701;MA;275;229.6;0.8;45.4;0.0;0.0;0.0;
375;Concórdia do Pará;1502756;PA;695;614.5;0.8;80.2;0.0;0.0;0.3;
376;Pracuúba;1600550;AP;4965;86.2;0.8;3278.1;355.6;1176.0;69.1;
377;Esperantina;1707405;TO;505;220.0;0.8;8.1;0.0;227.5;49.4;
378;Presidente Médici;1100254;RO;1773;1611.1;0.8;134.8;0.0;17.6;9.5;
379;Ribamar Fiquene;2109551;MA;755;445.8;0.8;49.0;0.0;244.7;15.5;
380;Castanhal;1502400;PA;1034;907.2;0.8;125.7;0.0;0.0;1.1;
381;Colorado do Oeste;1100064;RO;1460;1202.5;0.7;203.6;0.0;53.9;0.0;
382;Jatobá;2105450;MA;598;265.2;0.7;136.9;0.0;195.9;0.0;
383;São Francisco do Brejão;2110856;MA;751;720.4;0.7;30.6;0.0;0.0;0.0;
384;Diamantino;5103502;MT;8135;636.7;0.7;1780.9;0.0;5717.4;0.0;
385;Mazagão;1600402;AP;13140;132.3;0.7;10718.2;699.0;1347.5;243.0;
386;Cocalinho;5103106;MT;16560;269.9;0.7;1727.9;0.0;14449.5;112.7;
387;Peri Mirim;2108405;MA;409;246.6;0.7;26.5;8.8;126.3;0.8;
388;Santa Terezinha do Tocantins;1720002;TO;271;74.7;0.7;23.3;0.0;173.0;0.0;
389;Oiapoque;1600501;AP;22642;224.7;0.7;11287.4;7102.8;3899.9;127.2;
390;Anamã;1300086;AM;2473;203.0;0.7;2014.0;2.4;34.6;219.0;
391;São Miguel do Guamá;1507607;PA;1117;891.6;0.7;178.0;0.0;15.2;32.2;
392;Marapanim;1504406;PA;795;405.0;0.7;299.4;0.1;41.6;48.9;
393;Cândido Mendes;2102606;MA;1635;943.5;0.7;511.0;21.1;79.8;79.6;
394;Tabatinga;1304062;AM;3343;168.1;0.6;3082.7;38.9;1.3;52.0;
395;São João da Ponta;1507466;PA;197;111.3;0.6;72.7;0.0;1.7;11.3;
396;São José de Ribamar;2111201;MA;390;102.4;0.6;108.5;6.9;0.0;172.2;
397;Joselândia;2105609;MA;691;505.8;0.6;172.6;0.0;0.2;12.4;
398;Tangará da Serra;5107958;MT;11333;2184.7;0.6;634.6;0.0;8512.8;0.9;
399;Boa Vista do Ramos;1300680;AM;2588;212.0;0.6;1117.5;0.0;852.8;405.7;
400;São João do Paraíso;2111052;MA;2070;259.2;0.6;16.0;0.0;1794.8;0.0;
401;Dom Pedro;2103802;MA;374;236.0;0.6;138.0;0.0;0.0;0.0;
402;Porto Grande;1600535;AP;4407;368.5;0.6;3181.8;197.5;639.8;19.4;
403;São João de Pirabas;1507474;PA;703;213.2;0.6;386.0;9.5;12.9;81.4;
404;Pacaraima;1400456;RR;8083;79.5;0.6;1585.6;138.7;6264.1;15.1;
405;Novo Horizonte do Oeste;1100502;RO;852;750.6;0.6;96.8;0.0;4.6;0.0;
406;Vigia;1508209;PA;536;220.0;0.6;138.2;0.0;16.4;161.4;
407;Santa Luzia do Pará;1506559;PA;1367;1251.2;0.6;115.8;0.0;0.0;0.0;
408;Nova Marilândia;5108857;MT;1942;985.2;0.6;393.0;0.0;563.8;0.0;
409;Vale de São Domingos;5108352;MT;1913;607.0;0.6;494.9;0.0;811.1;0.0;
410;Bacabeira;2101251;MA;625;103.5;0.5;184.8;14.1;226.1;96.5;
411;Capanema;1502202;PA;619;519.1;0.5;67.9;0.1;29.5;2.4;
412;Irituia;1503507;PA;1387;1217.2;0.5;149.3;0.0;17.2;3.3;
413;Davinópolis;2103752;MA;339;292.9;0.5;46.1;0.0;0.0;0.0;
414;Igarapé do Meio;2105153;MA;397;217.9;0.5;5.7;0.0;172.9;0.5;
415;Senador La Rocque;2111763;MA;1247;1162.9;0.5;84.1;0.0;0.0;0.0;
416;Guaraí;1709302;TO;2278;1037.4;0.5;159.9;0.0;1077.7;3.0;
417;Anajatuba;2100709;MA;1024;315.0;0.5;42.7;0.6;552.8;112.9;
418;São Miguel do Tocantins;1720200;TO;400;344.6;0.5;38.4;0.0;4.2;12.8;
419;Presidente Juscelino;2109205;MA;360;69.7;0.5;250.0;4.5;33.3;2.5;
420;Vila Nova dos Martírios;2112852;MA;1196;974.8;0.5;80.1;0.1;131.8;9.2;
421;Novo Horizonte do Norte;5106273;MT;909;707.6;0.5;194.1;0.0;0.0;7.3;
422;Laranjal do Jari;1600279;AP;30974;202.5;0.5;26872.3;3689.6;146.9;62.7;
423;Urucará;1304302;AM;28012;347.7;0.5;25662.1;932.8;423.0;646.4;
424;Primavera;1506104;PA;261;179.4;0.5;64.2;0.1;9.3;8.0;
425;Ferreira Gomes;1600238;AP;5047;145.9;0.4;2994.5;197.5;1643.1;66.0;
426;Novo Santo Antônio;5106315;MT;4375;245.4;0.4;440.6;0.0;3593.3;95.7;
427;Cametá;1502103;PA;3090;1119.1;0.4;864.7;0.0;657.9;448.3;
428;Lima Campos;2106003;MA;325;122.6;0.4;202.4;0.0;0.0;0.0;
429;Colméia;1716703;TO;995;755.9;0.4;18.3;0.0;220.8;0.0;
430;São Sebastião da Boa Vista;1507706;PA;1636;124.5;0.4;1217.9;2.6;175.1;115.9;
431;Bragança;1501709;PA;2107;1725.4;0.4;279.6;8.2;37.6;56.2;
432;Alto Alegre do Pindaré;2100477;MA;1951;1866.3;0.4;31.0;0.2;53.5;0.0;
433;Tocantinópolis;1721208;TO;1085;303.3;0.4;132.8;0.0;624.0;24.9;
434;Teixeirópolis;1101559;RO;464;442.9;0.4;21.1;0.0;0.0;0.0;
435;Praia Norte;1718303;TO;291;233.7;0.4;18.5;0.0;29.5;9.3;
436;Piraquê;1717206;TO;1374;1105.1;0.4;196.1;0.0;72.8;0.0;
437;Dueré;1707306;TO;3435;47.2;0.4;233.2;0.0;3150.7;3.9;
438;Peritoró;2108454;MA;836;257.5;0.4;578.5;0.0;0.0;0.0;
439;Santo Antônio do Tauá;1507003;PA;540;325.4;0.4;110.9;0.0;6.8;96.9;
440;Lagoa Grande do Maranhão;2105963;MA;741;718.5;0.4;22.5;0.0;0.0;0.0;
441;Caseara;1703909;TO;1697;309.8;0.4;274.1;0.0;1079.1;34.0;
442;Marianópolis do Tocantins;1712504;TO;2096;168.6;0.4;167.6;0.0;1758.4;1.4;
443;Santa Isabel do Pará;1506500;PA;720;538.2;0.4;156.9;0.0;4.1;20.8;
444;Ourém;1505403;PA;565;500.9;0.3;62.4;0.0;1.4;0.3;
445;Santana;1600600;AP;1578;76.8;0.3;475.3;41.6;940.0;44.3;
446;Sorriso;5107925;MT;9349;3977.7;0.3;1252.2;0.0;4119.1;0.0;
447;Lajeado Novo;2105989;MA;1054;259.0;0.3;14.7;0.0;780.3;0.0;
448;Santa Bárbara do Pará;1506351;PA;279;161.0;0.3;98.4;0.0;0.0;19.6;
449;Benevides;1501501;PA;189;125.8;0.3;54.9;0.0;0.0;8.3;
450;Campo Verde;5102678;MT;4794;198.0;0.3;51.8;0.0;4544.2;0.0;
451;Muricilândia;1713957;TO;1193;960.8;0.3;206.0;0.0;0.0;26.2;
452;Araguaína;1702109;TO;4019;2699.9;0.3;397.6;0.0;897.6;23.9;
453;Jenipapo dos Vieiras;2105476;MA;1981;1146.2;0.3;670.3;0.0;164.5;0.0;
454;Anori;1300102;AM;5852;83.8;0.3;4649.0;43.9;640.6;434.7;
455;Curvelândia;5103437;MT;362;295.9;0.3;29.0;0.0;37.1;0.0;
456;Cutias;1600212;AP;2117;188.3;0.3;404.4;7.8;1452.3;64.2;
457;Cachoeirinha;1703826;TO;354;111.3;0.3;35.4;0.0;207.3;0.0;
458;Primavera de Rondônia;1101476;RO;610;425.9;0.3;90.0;0.0;93.6;0.5;
459;Denise;5103452;MT;1303;1142.3;0.3;155.3;0.0;5.4;0.0;
460;Porto Franco;2109007;MA;1427;576.1;0.3;74.6;0.0;760.7;15.6;
461;Maracaçumé;2106326;MA;635;545.9;0.3;88.6;0.5;0.0;0.0;
462;Araguacema;1701903;TO;2786;65.2;0.3;404.7;0.0;2232.0;84.1;
463;Sítio Novo do Tocantins;1720804;TO;325;298.9;0.3;26.1;0.0;0.0;0.0;
464;Inhangapi;1503408;PA;476;328.2;0.3;115.8;0.0;6.8;25.2;
465;Nossa Senhora do Livramento;5106109;MT;5200;110.5;0.3;82.1;0.0;5005.1;2.3;
466;Bonito;1501600;PA;590;544.3;0.3;45.7;0.0;0.0;0.0;
467;Peixe-Boi;1505601;PA;454;364.0;0.2;69.2;0.0;17.1;3.7;
468;Araguanã;1702158;TO;838;744.5;0.2;65.7;0.0;12.5;15.3;
469;Redenção;1506138;PA;3830;2664.8;0.2;460.2;0.0;705.0;0.0;
470;Limoeiro do Ajuru;1504000;PA;1494;62.3;0.2;873.0;0.0;50.9;507.8;
471;Belém;1501402;PA;1070;252.2;0.2;229.4;0.0;7.1;581.3;
472;Angico;1701051;TO;453;204.3;0.2;26.1;0.0;222.6;0.0;
473;Igarapé-Açu;1503200;PA;789;688.7;0.2;93.1;0.0;6.0;1.2;
474;Água Boa;5100201;MT;7486;40.3;0.2;123.3;0.0;7322.4;0.0;
475;Itaguatins;1710706;TO;745;368.2;0.2;55.9;0.0;310.0;10.9;
476;Luciara;5105309;MT;4152;35.4;0.2;397.2;0.0;3675.5;43.9;
477;São Francisco do Pará;1507409;PA;480;418.3;0.2;60.3;0.0;1.3;0.1;
478;Mãe do Rio;1504059;PA;471;450.1;0.2;19.5;0.0;0.0;1.4;
479;Terra Alta;1507961;PA;209;172.7;0.2;36.3;0.0;0.0;0.0;
480;São José dos Quatro Marcos;5107107;MT;1284;1188.8;0.2;59.1;0.0;36.1;0.0;
481;Conquista D'Oeste;5103361;MT;2707;588.1;0.2;802.6;0.0;1316.3;0.0;
482;Bernardo Sayão;1703206;TO;930;895.3;0.2;20.6;0.0;0.0;14.1;
483;Poconé;5106505;MT;17283;81.6;0.2;881.9;64.6;15557.9;697.0;
484;Abreulândia;1700251;TO;1900;10.1;0.2;45.6;0.0;1844.3;0.0;
485;Araguanã;2100873;MA;811;757.9;0.2;52.0;1.1;0.0;0.0;
486;Itaporã do Tocantins;1711100;TO;977;932.2;0.2;44.8;0.0;0.0;0.0;
487;Itapiranga;1302009;AM;4245;142.6;0.2;3757.1;17.3;155.6;172.4;
488;Amaturá;1300060;AM;4903;117.2;0.2;4332.0;17.7;222.5;213.6;
489;Formosa da Serra Negra;2104099;MA;3977;34.5;0.2;23.6;0.0;3918.9;0.0;
490;Chapada de Areia;1704600;TO;661;2.2;0.2;9.9;0.0;648.9;0.0;
491;Palmeiras do Tocantins;1713809;TO;751;59.2;0.1;21.5;0.0;669.1;1.2;
492;Viana;2112803;MA;1176;506.9;0.1;91.6;0.1;382.3;195.1;
493;São Mateus do Maranhão;2111508;MA;793;461.7;0.1;215.4;0.0;106.9;9.0;
494;Santo Antônio dos Lopes;2110302;MA;781;293.4;0.1;487.6;0.0;0.0;0.0;
495;Lagoa da Confusão;1711902;TO;10588;287.6;0.1;1949.7;0.0;8239.6;111.1;
496;Rondonópolis;5107602;MT;4168;833.0;0.1;263.7;0.0;3065.7;5.6;
497;Santa Fé do Araguaia;1718865;TO;1683;1273.1;0.1;350.6;0.0;0.0;59.3;
498;Poxoréo;5107008;MT;6922;1857.7;0.1;91.5;0.0;4972.8;0.0;
499;Augustinópolis;1702554;TO;397;383.5;0.1;13.0;0.0;0.5;0.0;
500;Campestre do Maranhão;2102556;MA;618;412.4;0.1;41.6;0.0;154.3;9.7;
501;Santa Maria do Pará;1506609;PA;460;415.9;0.1;44.1;0.0;0.0;0.0;
502;Lambari D'Oeste;5105234;MT;1773;1183.1;0.1;412.4;0.0;172.7;4.8;
503;Glória D'Oeste;5103957;MT;849;296.7;0.1;45.8;0.0;506.5;0.0;
504;Benjamin Constant;1300607;AM;9146;193.7;0.1;8747.1;0.4;0.0;204.8;
505;São Bento;2110500;MA;465;362.9;0.1;1.8;0.0;99.8;0.5;
506;Muaná;1504901;PA;3776;100.9;0.1;1806.9;21.2;1361.3;485.7;
507;Governador Nunes Freire;2104677;MA;1045;1011.8;0.1;32.6;0.6;0.0;0.0;
508;Salto do Céu;5107750;MT;1776;1354.1;0.1;370.1;0.0;51.7;0.1;
509;Montes Altos;2107001;MA;1499;185.2;0.1;55.8;0.0;1258.0;0.0;
510;Dom Aquino;5103601;MT;2208;800.0;0.1;48.3;0.0;1359.7;0.0;
511;Buriti do Tocantins;1703800;TO;250;214.2;0.1;1.0;0.0;29.0;5.8;
512;Campos de Júlio;5102686;MT;6831;113.1;0.1;469.8;0.0;6248.1;0.0;
513;Matinha;2106508;MA;414;290.9;0.1;1.4;0.0;49.2;72.5;
514;Nova Brasilândia;5106208;MT;3268;1168.0;0.1;190.4;0.0;1881.9;27.7;
515;Salvaterra;1506302;PA;1048;117.2;0.1;195.4;2.4;433.3;299.7;
516;Mocajuba;1504604;PA;872;493.8;0.1;135.1;0.0;168.2;74.9;
517;Arenápolis;5101308;MT;414;369.7;0.1;44.3;0.0;0.0;0.0;
518;Serra do Navio;1600055;AP;7762;73.4;0.1;5768.1;1911.4;0.0;9.1;
519;Quatipuru;1506112;PA;326;82.2;0.1;158.6;1.6;24.9;58.7;
520;Tracuateua;1508035;PA;858;469.8;0.1;176.9;1.7;188.8;20.8;
521;Nova Nazaré;5106174;MT;4042;413.6;0.1;851.8;0.0;2769.7;6.9;
522;Alto Alegre do Maranhão;2100436;MA;388;189.2;0.1;198.8;0.0;0.0;0.0;
523;São Luís Gonzaga do Maranhão;2111409;MA;981;653.9;0.1;325.4;0.0;1.7;0.0;
524;Nova Timboteua;1505007;PA;492;379.2;0.1;89.3;0.0;19.5;4.0;
525;Estreito;2104057;MA;2737;10.7;0.1;4.9;0.0;2700.3;21.1;
526;São José dos Basílios;2111250;MA;366;278.4;0.1;74.9;0.0;0.0;12.7;
527;Chapada dos Guimarães;5103007;MT;6250;392.2;0.1;142.1;0.0;5516.4;199.3;
528;Santarém Novo;1506906;PA;230;149.1;0.1;70.1;0.1;1.9;8.8;
529;Axixá do Tocantins;1702901;TO;150;140.3;0.1;9.7;0.0;0.0;0.0;
530;Apicum-Açu;2100832;MA;349;167.0;0.1;115.4;4.4;3.0;59.2;
531;Arapoema;1702307;TO;1558;1468.9;0.1;65.1;0.0;0.0;24.0;
532;Chaves;1502509;PA;13116;99.9;0.1;3193.3;824.9;5236.2;3761.7;
533;Raposa;2109452;MA;64;14.8;0.1;25.5;15.3;0.7;7.7;
534;Colares;1502608;PA;612;90.8;0.1;132.7;0.0;15.9;372.6;
535;Urucurituba;1304401;AM;2915;97.7;0.1;127.3;0.0;1689.6;1000.4;
536;Monte Santo do Tocantins;1713700;TO;1096;2.3;0.1;9.7;0.0;1084.0;0.0;
537;Carrasco Bonito;1703891;TO;194;131.3;0.0;0.6;0.0;57.9;4.2;
538;Santa Filomena do Maranhão;2109759;MA;408;57.7;0.0;11.0;0.0;339.3;0.0;
539;São Felipe D'Oeste;1101484;RO;547;487.0;0.0;60.0;0.0;0.0;0.0;
540;Fonte Boa;1301605;AM;12392;106.5;0.0;10631.6;687.3;154.1;812.5;
541;Normandia;1400407;RR;7003;19.5;0.0;387.0;122.0;6451.9;22.6;
542;Afuá;1500305;PA;8382;29.2;0.0;3931.9;1393.6;286.7;2740.6;
543;Ananindeua;1500800;PA;185;87.3;0.0;79.3;0.0;0.0;18.4;
544;Augusto Corrêa;1500909;PA;1100;728.8;0.0;281.4;8.8;4.7;76.3;
545;Cachoeira do Arari;1502004;PA;3115;73.7;0.0;285.2;22.7;2267.7;465.7;
546;Marituba;1504422;PA;103;66.0;0.0;29.8;0.0;0.0;7.2;
547;Ponta de Pedras;1505700;PA;3378;52.3;0.0;581.8;26.9;2254.4;462.6;
548;Salinópolis;1506203;PA;219;34.3;0.0;151.6;1.7;10.5;20.9;
549;Santa Cruz do Arari;1506401;PA;1078;0.0;0.0;5.7;0.0;1044.1;28.2;
550;Soure;1507904;PA;3528;35.3;0.0;226.8;32.1;2502.9;730.9;
551;Amapá;1600105;AP;9186;110.4;0.0;2200.5;988.7;4911.1;975.3;
552;Itaubal;1600253;AP;1704;95.4;0.0;363.4;46.3;779.0;419.9;
553;Aguiarnópolis;1700301;TO;236;110.9;0.0;18.7;0.0;102.1;4.3;
554;Aliança do Tocantins;1700350;TO;1585;0.0;0.0;0;0.0;1585.9;0.0;
555;Almas;1700400;TO;4041;0.0;0.0;0.0;0.0;4041.0;0.0;
556;Alvorada;1700707;TO;1216;0.0;0.0;0;0.0;1216.1;0.0;
557;Aparecida do Rio Negro;1701101;TO;1166;0.0;0.0;0;0.0;1166.8;0.0;
558;Araguaçu;1702000;TO;5183;0.0;0.0;80.5;0.0;5099.8;2.7;
559;Arraias;1702406;TO;5827;0.0;0.0;12.9;0.0;5814.1;0.0;
560;Aurora do Tocantins;1702703;TO;756;0.0;0.0;1.5;0.0;754.5;0.0;
561;Babaçulândia;1703008;TO;1796;3.5;0.0;0;0.0;1779.2;13.5;
562;Bandeirantes do Tocantins;1703057;TO;1548;1500.6;0.0;47.2;0.0;0.2;0.0;
563;Barra do Ouro;1703073;TO;1112;0.0;0.0;0;0.0;1093.1;19.7;
564;Barrolândia;1703107;TO;715;0.0;0.0;0.1;0.0;714.9;0.0;
565;Bom Jesus do Tocantins;1703305;TO;1338;7.5;0.0;6.9;0.0;1314.6;9.0;
566;Brasilândia do Tocantins;1703602;TO;643;219.3;0.0;4.6;0.0;419.1;0.0;
567;Brejinho de Nazaré;1703701;TO;1731;0.0;0.0;0.0;0.0;1729.1;1.9;
568;Campos Lindos;1703842;TO;3266;0.1;0.0;1.5;0.0;3264.4;0.0;
569;Cariri do Tocantins;1703867;TO;1130;0.0;0.0;0;0.0;1130.6;0.0;
570;Carmolândia;1703883;TO;340;308.1;0.0;31.9;0.0;0.0;0.0;
571;Centenário;1704105;TO;1967;0.0;0.0;0;0.0;1967.7;0.0;
572;Chapada da Natividade;1705102;TO;1655;0.0;0.0;0;0.0;1655.2;0.0;
573;Colinas do Tocantins;1705508;TO;847;663.1;0.0;4.0;0.0;179.9;0.0;
574;Combinado;1705557;TO;211;0.0;0.0;16.6;0.0;194.4;0.0;
575;Conceição do Tocantins;1705607;TO;2519;0.0;0.0;0;0.0;2519.6;0.0;
576;Couto Magalhães;1706001;TO;1591;235.3;0.0;86.1;0.0;1230.2;39.4;
577;Cristalândia;1706100;TO;1854;0.0;0.0;1.1;0.0;1852.9;0.0;
578;Crixás do Tocantins;1706258;TO;990;0.0;0.0;0;0.0;990.5;0.0;
579;Darcinópolis;1706506;TO;1649;108.5;0.0;26.0;0.0;1509.6;4.9;
580;Dianópolis;1707009;TO;3240;0.0;0.0;4.7;0.0;3235.3;0.0;
581;Divinópolis do Tocantins;1707108;TO;2355;18.5;0.0;57.3;0.0;2279.2;0.0;
582;Dois Irmãos do Tocantins;1707207;TO;3772;68.5;0.0;75.5;0.0;3628.0;0.0;
583;Fátima;1707553;TO;385;0.0;0.0;0.0;0.0;385.0;0.0;
584;Figueirópolis;1707652;TO;1935;0.0;0.0;0;0.0;1935.3;0.0;
585;Filadélfia;1707702;TO;1998;0.0;0.0;0;0.0;1975.5;23.5;
586;Fortaleza do Tabocão;1708254;TO;624;402.6;0.0;1.8;0.0;219.6;0.0;
587;Goianorte;1708304;TO;1805;104.9;0.0;49.6;0.0;1650.5;0.0;
588;Goiatins;1709005;TO;6450;0.0;0.0;0;0.0;6434.6;15.9;
589;Gurupi;1709500;TO;1843;0.0;0.0;0;0.0;1843.3;0.0;
590;Ipueiras;1709807;TO;818;0.0;0.0;0.0;0.0;818.0;0.0;
591;Itacajá;1710508;TO;3072;0.0;0.0;0;0.0;3072.4;0.0;
592;Itapiratins;1710904;TO;1250;0.0;0.0;0;0.0;1210.9;39.2;
593;Jaú do Tocantins;1711506;TO;2184;0.0;0.0;10.8;0.0;2173.2;0.0;
594;Juarina;1711803;TO;482;211.0;0.0;12.4;0.0;236.9;21.7;
595;Lagoa do Tocantins;1711951;TO;917;0.0;0.0;0;0.0;917.7;0.0;
596;Lajeado;1712009;TO;324;0.0;0.0;0;0.0;314.0;10.3;
597;Lavandeira;1712157;TO;524;0.0;0.0;8.5;0.0;515.5;0.0;
598;Lizarda;1712405;TO;5769;0.0;0.0;3.5;0.0;5765.5;0.0;
599;Luzinópolis;1712454;TO;281;158.3;0.0;18.8;0.0;103.9;0.0;
600;Mateiros;1712702;TO;9665;0.0;0.0;261.7;0.0;9403.3;0.0;
601;Maurilândia do Tocantins;1712801;TO;741;144.2;0.0;62.5;0.0;522.8;11.5;
602;Miracema do Tocantins;1713205;TO;2663;0.0;0.0;0;0.0;2650.6;13.0;
603;Miranorte;1713304;TO;1036;319.1;0.0;8.4;0.0;708.5;0.0;
604;Monte do Carmo;1713601;TO;3635;0.0;0.0;0.3;0.0;3633.6;1.1;
605;Natividade;1714203;TO;3260;0.0;0.0;0;0.0;3260.4;0.0;
606;Nazaré;1714302;TO;398;284.5;0.0;30.4;0.0;83.1;0.0;
607;Nova Olinda;1714880;TO;1573;799.1;0.0;14.9;0.0;759.0;0.0;
608;Nova Rosalândia;1715002;TO;518;0.0;0.0;0;0.0;518.4;0.0;
609;Novo Acordo;1715101;TO;2686;0.0;0.0;0;0.0;2686.9;0.0;
610;Novo Alegre;1715150;TO;201;0.0;0.0;43.9;0.0;157.1;0.0;
611;Novo Jardim;1715259;TO;1321;0.0;0.0;3.0;0.0;1318.0;0.0;
612;Oliveira de Fátima;1715507;TO;207;0.0;0.0;0;0.0;207.3;0.0;
613;Palmeirante;1715705;TO;2654;103.7;0.0;13.1;0.0;2523.5;13.7;
614;Palmeirópolis;1715754;TO;1710;0.0;0.0;5.0;0.0;1705.0;0.0;
615;Paraíso do Tocantins;1716109;TO;1274;0.0;0.0;0.2;0.0;1273.8;0.0;
616;Paranã;1716208;TO;11321;0.0;0.0;9.5;0.0;11311.5;0.0;
617;Pau D'Arco;1716307;TO;1381;1133.1;0.0;130.7;0.0;83.7;33.5;
618;Peixe;1716604;TO;5315;0.0;0.0;0;0.0;5316.3;0.0;
619;Pequizeiro;1716653;TO;1213;846.3;0.0;63.8;0.0;302.9;0.0;
620;Pindorama do Tocantins;1717008;TO;1567;0.0;0.0;0;0.0;1567.4;0.0;
621;Pium;1717503;TO;10035;35.1;0.0;1668.2;0.0;8080.3;251.4;
622;Ponte Alta do Bom Jesus;1717800;TO;1818;0.0;0.0;2.2;0.0;1815.8;0.0;
623;Ponte Alta do Tocantins;1717909;TO;6534;0.0;0.0;0;0.0;6524.1;10.1;
624;Porto Alegre do Tocantins;1718006;TO;505;0.0;0.0;0;0.0;505.6;0.0;
625;Porto Nacional;1718204;TO;4472;0.0;0.0;0;0.0;4441.5;31.6;
626;Presidente Kennedy;1718402;TO;774;342.3;0.0;101.0;0.0;330.7;0.0;
627;Pugmil;1718451;TO;403;0.0;0.0;0;0.0;403.3;0.0;
628;Rio da Conceição;1718659;TO;793;0.0;0.0;7.1;0.0;785.9;0.0;
629;Rio dos Bois;1718709;TO;848;17.8;0.0;0.2;0.0;828.1;1.9;
630;Rio Sono;1718758;TO;6394;0.0;0.0;1.9;0.0;6392.1;0.0;
631;Sampaio;1718808;TO;223;76.1;0.0;10.9;0.0;123.4;12.6;
632;Sandolândia;1718840;TO;3536;6.8;0.0;73.5;0.0;3440.9;14.8;
633;Santa Maria do Tocantins;1718881;TO;1419;0.0;0.0;0;0.0;1410.6;9.3;
634;Santa Rita do Tocantins;1718899;TO;3285;24.6;0.0;13.2;0.0;3247.0;0.2;
635;Santa Rosa do Tocantins;1718907;TO;1804;0.0;0.0;0;0.0;1804.1;0.0;
636;Santa Tereza do Tocantins;1719004;TO;543;0.0;0.0;0;0.0;543.7;0.0;
637;São Bento do Tocantins;1720101;TO;1112;352.5;0.0;74.8;0.0;684.7;0.0;
638;São Félix do Tocantins;1720150;TO;1923;0.0;0.0;0;0.0;1923.4;0.0;
639;São Salvador do Tocantins;1720259;TO;1429;0.0;0.0;0.0;0.0;1429.0;0.0;
640;São Sebastião do Tocantins;1720309;TO;287;135.6;0.0;0;0.0;132.9;18.6;
641;São Valério da Natividade;1720499;TO;2532;0.0;0.0;0;0.0;2532.2;0.0;
642;Silvanópolis;1720655;TO;1268;0.0;0.0;0;0.0;1268.6;0.0;
643;Sucupira;1720853;TO;1030;0.0;0.0;0;0.0;1030.8;0.0;
644;Taguatinga;1720903;TO;2458;0.0;0.0;5.7;0.0;2452.3;0.0;
645;Taipas do Tocantins;1720937;TO;1123;0.0;0.0;0;0.0;1123.5;0.0;
646;Talismã;1720978;TO;2162;0.0;0.0;3.6;0.0;2158.4;0.0;
647;Palmas;1721000;TO;2227;0.0;0.0;0;0.0;2205.0;22.6;
648;Tocantínia;1721109;TO;2619;0.0;0.0;0;0.0;2600.5;18.8;
649;Tupirama;1721257;TO;715;0.0;0.0;0;0.0;709.8;5.7;
650;Tupiratins;1721307;TO;900;2.2;0.0;6.8;0.0;883.1;7.9;
